rank,ticker,sector,industry,exchange,avg_vol_30d,price,rs_score,rs_delta,rs_delta_momentum,pct_from_52w_high,pct_from_52w_low,range_position,price_vs_sma10,price_vs_sma20,price_vs_sma50,price_vs_sma200,percentile,pct_1m,pct_3m,pct_6m,pct_12m,elite_rs,elite_1m,elite_3m,elite_6m,elite_12m,elite_count,market_cap,float_shares,short_float_pct,revenue_growth,avg_vol_10d,avg_vol_50d,tf_count_10,avg_pct,shape_score,date
1,XHLD,Communication Services,Broadcasting,NASDAQ,6672180,9.42,483.58,94,95,-30.07,1058.1,97.8,6.2,30.5,137.8,313.2,99,5,6,5,82.5,1,0,0,0,0,1,111390222.18451595,11977443.0,0.100600004,-0.345,2282620,4204962,0,24.6,-38.9,2026-09-03
2,AXTI,Technology,Semiconductor Equipment & Materials,NASDAQ,11290426,56.11,452.82,0,0,-60.81,1798.6,38.6,-10.0,-21.0,-10.9,3.4,99,99,99,99,100.0,1,1,1,1,1,5,3844557489.599746,65573212.0,0.1712,1.648,8170160,10520396,4,99.2,-0.5,2026-09-03
3,MRNA,Healthcare,Biotechnology,NASDAQ,23049420,154.27,396.72,6,-1,-12.67,565.8,83.2,1.4,31.0,77.7,174.6,99,93,86,95,99.6,1,0,0,0,1,2,55090562516.17824,399235889.0,0.1616,0.021,58410690,17157850,3,93.4,-3.0,2026-09-03
4,SLS,Healthcare,Biotechnology,NASDAQ,6863376,13.22,395.46,0,0,-16.75,885.6,87.5,-2.5,3.5,7.6,103.3,99,99,99,99,99.8,1,1,1,1,1,5,2597516310.0409374,196632574.0,0.28030002,,8911300,8708808,4,99.2,-0.4,2026-09-03
5,ERAS,Healthcare,Biotechnology,NASDAQ,3423260,16.76,358.67,0,0,-30.97,998.6,70.4,-8.1,-9.2,-11.0,27.3,99,99,99,99,99.9,1,1,1,1,1,5,6306209731.21253,349762035.0,0.097600006,,3854080,4612786,4,99.2,-0.5,2026-09-03
6,CLYM,Healthcare,Biotechnology,NASDAQ,1201243,14.82,351.11,0,0,-19.15,789.6,79.9,-6.1,-6.3,4.4,68.8,99,99,99,99,99.5,1,1,1,1,1,5,836846217.821846,57436255.0,0.1856,,1304210,1360070,4,99.1,-0.2,2026-09-03
7,BIAF,Healthcare,Diagnostics & Research,NASDAQ,7732350,6.59,350.49,96,130,-51.19,3236.8,100.0,112.6,296.1,644.6,626.4,99,3,37,4,76.8,1,0,0,0,0,1,2884632.4222135544,592327.0,0.024400001,0.19,22581850,4840366,0,30.2,-40.5,2026-09-03
8,TJGC,Communication Services,Advertising Agencies,NASDAQ,1386080,10.02,348.78,17,28,-1.67,558.7,97.4,21.1,62.1,86.8,153.5,99,82,93,7,81.1,1,0,0,0,0,1,99990223.847147,10100023.0,0.0846,-0.251,1710750,853094,1,65.8,14.4,2026-09-03
9,MU,Technology,Semiconductors,NASDAQ,35570546,933.44,289.25,0,0,-25.62,671.4,76.6,1.7,2.3,1.7,59.0,99,99,99,98,99.9,1,1,1,1,1,5,1053565678298.015,1129393151.0,0.026600001,3.457,24389530,42079330,4,99.0,-0.2,2026-09-03
10,TWST,Healthcare,Diagnostics & Research,NASDAQ,1646366,132.06,285.25,1,-2,-15.04,432.7,81.1,-8.9,-3.4,16.6,100.3,99,98,95,87,99.1,1,1,0,0,1,3,8865575911.308594,62707424.0,0.2881,0.232,1855430,1708466,3,94.8,2.0,2026-09-03
