rank,ticker,sector,industry,exchange,avg_vol_30d,price,rs_score,rs_delta,rs_delta_momentum,pct_from_52w_high,pct_from_52w_low,range_position,price_vs_sma10,price_vs_sma20,price_vs_sma50,price_vs_sma200,percentile,pct_1m,pct_3m,pct_6m,pct_12m,elite_rs,elite_1m,elite_3m,elite_6m,elite_12m,elite_count,market_cap,float_shares,short_float_pct,revenue_growth,avg_vol_10d,avg_vol_50d,tf_count_10,avg_pct,shape_score,date
1,BW,Industrials,Specialty Industrial Machinery,NYSE,3744071,15.49,455.07,0,0,-29.69,1556.1,65.6,-14.6,-21.1,-15.0,56.4,99,99,99,99,99.9,1,1,1,1,1,5,2435014818.0044403,148839531.0,0.0955,0.443,3146153,3525044,4,99.2,-0.5,2026-06-10
2,OPTX,Technology,Electronic Components,NASDAQ,1315851,11.63,445.08,1,2,-15.39,932.3,96.4,8.0,22.9,35.1,152.3,99,98,99,47,99.6,1,1,1,0,1,4,457176630.6655541,40279878.0,0.0731,-0.079,1159544,1303930,3,85.9,9.3,2026-06-10
3,AAOI,Technology,Communication Equipment,NASDAQ,12792760,162.88,440.9,0,0,-30.29,1032.1,76.9,-3.5,-4.2,8.2,141.7,99,99,99,78,99.8,1,1,1,0,1,4,14202969759.0,80242767.0,0.120699994,0.514,14689442,12712546,3,93.9,3.8,2026-06-10
4,MU,Technology,Semiconductors,NASDAQ,54272367,935.89,418.17,0,-1,-14.08,750.4,80.7,-8.2,2.1,36.7,139.1,99,99,98,95,99.4,1,1,1,0,1,4,974373508417.5378,1127734051.0,0.0313,1.963,57569991,50587460,4,97.8,0.7,2026-06-10
5,MXL,Technology,Semiconductors,NASDAQ,5835424,72.61,399.61,0,-28,-31.68,516.5,66.5,-15.9,-20.1,12.6,150.9,99,99,71,69,98.3,1,1,0,0,1,3,7246058838.316452,89545959.0,0.047,0.43,5284034,5225022,2,84.3,9.2,2026-06-10
6,BE,Industrials,Electrical Equipment & Parts,NYSE,10791301,259.61,396.36,0,0,-19.58,997.6,74.3,-14.5,-16.6,-4.1,59.1,99,99,99,98,99.9,1,1,1,1,1,5,74982243876.82178,284443868.0,0.1166,1.304,10567764,10513512,4,99.0,-0.2,2026-06-10
7,STI,Industrials,Electrical Equipment & Parts,NASDAQ,5293849,20.47,395.74,67,62,-55.5,795.8,75.1,72.7,162.6,264.6,263.1,99,32,27,77,99.3,1,0,0,0,1,2,276675841.93518066,7745684.0,0.024,,15755507,3212821,1,58.8,-42.1,2026-06-10
8,ERAS,Healthcare,Biotechnology,NASDAQ,7188281,13.41,394.3,0,0,-44.77,961.1,57.1,2.5,11.4,-5.4,63.5,99,99,99,96,99.6,1,1,1,0,1,4,3722485050.781832,310984542.0,0.113299996,,6352544,7162530,4,98.4,0.3,2026-06-10
9,CLYM,Healthcare,Biotechnology,NASDAQ,1173760,11.14,392.12,0,0,-10.74,815.3,87.1,-1.7,-1.3,10.1,106.1,99,99,99,97,99.4,1,1,1,1,1,5,604124903.5720549,57263023.0,0.051599998,,1587342,923628,4,98.6,0.2,2026-06-10
10,WDC,Technology,Computer Hardware,NASDAQ,7681495,517.72,380.01,0,0,-14.08,780.3,80.7,-9.0,-4.4,11.7,96.7,99,99,99,98,99.7,1,1,1,1,1,5,176380740496.07455,344682131.0,0.097399995,0.455,6869777,7451219,4,98.9,-0.1,2026-06-10
11,BAND,Technology,Software - Infrastructure,NASDAQ,1362741,63.36,363.22,0,-47,-16.08,362.6,77.0,-10.7,-3.2,43.0,173.0,99,99,52,27,96.2,1,1,0,0,0,2,2311649467.690933,32017307.0,0.0315,0.198,1221424,1001748,2,68.5,20.5,2026-06-10
12,LESL,Consumer Cyclical,Specialty Retail,NASDAQ,1927356,8.18,362.17,89,81,-43.19,764.4,56.7,53.3,94.8,206.5,173.5,99,10,2,2,8.5,1,0,0,0,0,1,43334245.31110382,9359448.0,0.2755,-0.16,520110,1225784,0,5.6,3.1,2026-06-10
13,LITE,Technology,Communication Equipment,NASDAQ,6364622,821.76,358.36,0,0,-24.31,941.1,79.4,-4.8,-6.9,-4.5,74.3,99,99,99,99,99.8,1,1,1,1,1,5,67192745910.64453,77800000.0,0.1302,0.901,6565576,6144121,4,99.2,-0.4,2026-06-10
14,QTTB,Healthcare,Biotechnology,NASDAQ,1143211,11.89,355.21,3,6,-19.93,846.3,91.1,5.7,36.2,78.2,195.0,99,96,99,89,99.0,1,0,1,0,1,3,222298594.8284769,16956415.0,0.0777,,2912584,841814,3,95.8,-0.4,2026-06-10
15,AEHR,Technology,Semiconductor Equipment & Materials,NASDAQ,2571700,94.31,352.11,0,-2,-22.57,737.0,77.9,-7.8,-5.2,7.3,118.6,99,99,97,91,99.3,1,1,0,0,1,3,3096572760.3122864,31453254.0,0.1608,-0.437,2143510,3365646,4,96.6,1.6,2026-06-10
16,TNGX,Healthcare,Biotechnology,NASDAQ,3721185,31.56,339.76,0,0,11.09,541.6,89.4,18.7,25.8,24.0,110.6,99,99,99,98,98.9,1,1,1,1,1,5,2924782096.718113,144647982.0,0.2228,,5062795,3384793,4,98.7,0.3,2026-06-10
17,DOCN,Technology,Software - Infrastructure,NYSE,3748577,168.33,336.27,0,-4,-8.74,566.2,94.2,1.6,5.7,34.9,148.0,99,99,95,83,98.5,1,1,0,0,1,3,17728342916.879272,104364181.0,0.1557,0.224,3019373,4277608,3,93.9,3.8,2026-06-10
18,OCC,Technology,Communication Equipment,NASDAQ,1036805,21.01,328.92,3,-3,29.53,927.5,100.0,63.2,89.9,125.0,226.5,99,96,90,97,99.7,1,0,0,1,1,3,109019637.19055653,8863385.0,0.0427,0.044,2536955,712119,4,95.7,-1.5,2026-06-10
19,STX,Technology,Computer Hardware,NASDAQ,4275827,846.01,325.33,0,-1,-12.49,547.3,84.7,-7.9,-3.1,17.5,105.6,99,99,98,97,98.7,1,1,1,1,1,5,191741874118.04004,226252116.0,0.0476,0.441,3182841,3972418,4,98.2,0.7,2026-06-10
20,VSH,Technology,Semiconductors,NYSE,7306503,58.58,324.61,3,-25,-11.56,362.4,82.1,-5.5,9.9,53.4,157.8,99,96,68,36,94.9,1,0,0,0,0,1,7785253408.240505,136105827.0,0.10560001,0.173,10483950,5485064,2,73.7,15.4,2026-06-10
21,EVC,Communication Services,Advertising Agencies,NYSE,4306006,9.18,316.58,0,-18,-9.29,352.0,88.7,-1.0,0.6,47.5,149.3,99,99,81,87,96.5,1,1,0,0,0,2,807183650.732193,92039180.0,0.056900002,1.144,2279240,2706606,2,90.9,5.4,2026-06-10
22,VICR,Technology,Electronic Components,NASDAQ,869277,283.48,316.3,0,-1,-21.67,531.2,76.7,-10.6,-7.0,8.0,87.1,99,99,98,94,98.6,1,1,1,0,1,4,12354384942.769562,45581407.0,0.0759,0.202,763663,866438,4,97.4,1.3,2026-06-10
23,BNAI,Technology,Software - Infrastructure,NASDAQ,711352,19.18,311.83,0,0,-77.77,1574.2,30.6,18.7,7.8,-28.4,20.0,99,99,99,8,96.0,1,1,1,0,0,3,144275421.28649712,6507687.0,0.1104,9.431,1489226,724331,3,75.5,19.7,2026-06-10
24,VPG,Technology,Scientific & Technical Instruments,NYSE,603717,122.66,308.64,5,-3,-9.95,376.1,90.0,-2.2,5.5,53.0,150.2,99,94,86,87,97.1,1,0,0,0,0,1,1563000538.4140017,13301000.0,0.0748,0.176,589112,448020,2,91.0,0.6,2026-06-10
25,HYLN,Consumer Cyclical,Auto Parts,NYSE ARCA,5350689,6.34,307.81,13,3,-20.45,424.2,88.9,0.8,18.6,96.0,192.1,99,86,76,50,97.0,1,0,0,0,0,1,1230457973.0066109,178327240.0,0.093,4.791,6985849,3537611,1,77.2,2.7,2026-06-10
26,LWLG,Basic Materials,Specialty Chemicals,NASDAQ,8468624,9.41,302.3,0,0,-49.71,662.8,47.1,-15.8,-23.4,-24.7,45.4,99,99,99,97,99.2,1,1,1,1,1,5,1562367521.3790436,154079632.0,0.0889,0.273,6422252,8516714,4,98.6,0.3,2026-06-10
