rank,ticker,sector,industry,exchange,avg_vol_30d,price,rs_score,rs_delta,rs_delta_momentum,pct_from_52w_high,pct_from_52w_low,range_position,price_vs_sma10,price_vs_sma20,price_vs_sma50,price_vs_sma200,percentile,pct_1m,pct_3m,pct_6m,pct_12m,elite_rs,elite_1m,elite_3m,elite_6m,elite_12m,elite_count,market_cap,float_shares,short_float_pct,revenue_growth,avg_vol_10d,avg_vol_50d,tf_count_10,avg_pct,shape_score,date
1,TNON,Healthcare,Medical Devices,NASDAQ,2719311,5.02,516.72,97,106,-71.86,3716.8,43.2,-20.4,1.7,86.2,279.8,99,2,11,14,97.2,1,0,0,0,0,1,4555930.959108353,667047.0,0.0139999995,1.268,6416570,10377258,1,31.0,-50.9,2026-08-29
2,SLS,Healthcare,Biotechnology,NASDAQ,6878646,15.21,449.01,0,0,-4.22,850.4,84.0,-5.2,2.8,7.1,103.3,99,99,99,99,99.5,1,1,1,1,1,5,3039939601.5409374,196632574.0,0.2807,,8070340,8794946,4,99.1,-0.2,2026-08-29
3,QTTB,Healthcare,Biotechnology,NASDAQ,514566,16.15,430.44,0,0,-31.48,805.4,67.8,-5.4,-4.7,1.0,93.8,99,99,99,96,99.9,1,1,1,0,1,4,475418379.969305,29769466.0,0.1432,,375080,1303250,4,98.5,0.2,2026-08-29
4,ERAS,Healthcare,Biotechnology,NASDAQ,3377446,19.49,418.45,0,0,-19.73,1160.8,78.9,-0.5,-0.9,-0.4,44.4,99,99,99,99,100.0,1,1,1,1,1,5,6166304383.518019,349762035.0,0.0956,,3175680,4665966,4,99.2,-0.5,2026-08-29
5,XHLD,Communication Services,Broadcasting,NASDAQ,6458606,8.28,406.68,92,92,-38.53,1066.9,100.0,17.6,69.3,187.0,337.8,99,7,7,6,82.8,1,0,0,0,0,1,91747211.55238724,11977443.0,0.0049,-0.345,1831180,4057574,0,25.7,-37.7,2026-08-29
6,FBRX,Healthcare,Biotechnology,NASDAQ,2092223,76.99,386.37,0,-29,-0.27,409.2,100.0,32.5,72.7,107.6,104.9,99,99,70,97,98.7,1,1,0,0,1,3,1632941333.1683807,21229087.0,0.0936,,1739870,1621672,3,91.2,3.5,2026-08-29
7,MRNA,Healthcare,Biotechnology,NASDAQ,21169093,142.77,364.68,6,-3,-19.18,517.1,76.1,5.5,45.2,79.7,166.6,99,93,84,95,99.1,1,0,0,0,1,2,57941106519.96399,399235889.0,0.1523,0.021,52680530,16649914,3,92.8,-2.6,2026-08-29
8,CLYM,Healthcare,Biotechnology,NASDAQ,1161596,15.06,358.16,0,0,-16.96,788.4,79.8,-12.5,-4.2,5.7,73.7,99,99,99,99,99.4,1,1,1,1,1,5,992498525.8383464,57436255.0,0.1728,,1399610,1334954,4,99.1,-0.2,2026-08-29
9,TWST,Healthcare,Diagnostics & Research,NASDAQ,1610556,153.1,332.53,1,-3,4.91,485.2,90.9,0.9,10.5,32.5,127.3,99,98,94,89,98.7,1,1,0,0,1,3,9129573630.518557,62707424.0,0.2874,0.232,1750490,1760362,3,94.9,1.8,2026-08-29
10,MU,Technology,Semiconductors,NASDAQ,38138940,935.39,295.09,0,0,-25.47,687.4,74.4,-1.6,1.3,-2.3,58.5,99,99,99,98,99.8,1,1,1,1,1,5,1091874743611.47,1129393151.0,0.026500002,3.457,26914420,43890606,4,98.9,-0.2,2026-08-29
11,STTK,Healthcare,Biotechnology,NASDAQ,996903,7.65,288.87,0,-2,-8.16,617.6,85.6,-7.2,-5.8,0.5,31.3,99,99,97,99,99.6,1,1,0,1,1,4,755735316.1470485,100363253.0,0.065799996,,743920,1356926,4,98.6,-0.1,2026-08-29
12,QMCO,Technology,Computer Hardware,NASDAQ,1936353,23.56,284.84,7,9,-15.25,416.5,82.3,-1.5,15.0,53.3,140.0,99,92,94,10,94.6,1,0,0,0,0,1,876872522.25,39410001.0,0.0614,0.257,1637350,1557388,3,72.6,14.9,2026-08-29
13,ORKA,Healthcare,Biotechnology,NASDAQ,873080,96.54,282.51,0,-2,-16.43,515.8,77.7,-12.3,-11.7,-3.4,61.1,99,99,97,96,99.3,1,1,0,0,1,3,7147999043.42321,66209699.0,0.17709999,,859630,1242042,4,97.8,0.6,2026-08-29
14,IMMX,Healthcare,Biotechnology,NASDAQ,1708746,14.31,281.7,4,4,4.0,611.2,95.8,4.4,18.4,31.7,68.9,99,95,95,99,99.7,1,0,0,1,1,3,972454719.7972755,71189951.0,0.1612,,1701170,1968712,4,97.2,-3.2,2026-08-29
15,TXG,Healthcare,Health Information Services,NASDAQ,3048080,64.85,278.8,0,-5,-0.95,442.7,93.3,-1.4,6.8,28.0,121.4,99,99,94,91,98.3,1,1,0,0,1,3,8484561218.015381,130291168.0,0.1759,-0.127,2990870,3265704,4,95.6,2.5,2026-08-29
16,ETON,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,663983,62.67,276.25,0,-10,-2.08,316.6,90.7,-4.0,11.0,32.6,119.8,99,99,89,50,96.1,1,1,0,0,0,2,1814171613.3415225,28583135.0,0.0674,0.986,853810,583806,2,83.5,12.2,2026-08-29
17,BIAF,Healthcare,Diagnostics & Research,NASDAQ,6189676,5.06,274.9,97,151,-62.52,1171.5,44.4,114.7,249.6,382.2,202.0,99,2,56,4,1.9,1,0,0,0,0,1,216046.00321933627,540115.0,0.048800003,0.19,18074070,4008910,0,16.0,-5.8,2026-08-29
18,NUAI,Technology,Software - Infrastructure,NASDAQ,6603693,5.13,264.43,0,0,-45.69,1316.4,56.0,-8.7,-9.7,-8.8,-2.3,99,99,99,99,99.9,1,1,1,1,1,5,517345592.8774581,106559339.0,0.23719999,-0.825,6365600,7761964,4,99.2,-0.5,2026-08-29
19,TJGC,Communication Services,Advertising Agencies,NASDAQ,1268663,7.94,262.29,22,-45,3.79,561.3,100.0,68.1,97.8,105.2,164.0,99,77,10,7,85.7,1,0,0,0,0,1,47066105.6388588,10100023.0,0.0239,-0.251,1822900,793788,0,44.9,16.3,2026-08-29
20,LITE,Technology,Communication Equipment,NASDAQ,4933040,956.14,261.8,0,0,-11.93,575.2,82.8,0.3,2.4,9.9,33.7,99,99,99,99,99.6,1,1,1,1,1,5,77743888970.94727,89700000.0,0.1216,1.093,4377370,4911748,4,99.2,-0.3,2026-08-29
21,DFTX,Healthcare,Biotechnology,NASDAQ,1959440,43.82,258.0,0,-5,-11.83,361.5,81.1,-7.7,-6.9,-5.9,68.9,99,99,94,95,97.9,1,1,0,0,0,2,6034419703.997231,134366950.0,0.081499994,,1677360,3143714,4,96.5,1.8,2026-08-29
22,BFLY,Healthcare,Medical Devices,NYSE,6370493,8.72,257.8,0,-7,-13.23,462.0,84.5,-6.0,-5.5,3.9,68.0,99,99,92,90,99.0,1,1,0,0,1,3,2543023548.439868,266285183.0,0.1528,0.395,4396690,9083632,4,95.0,2.5,2026-08-29
23,CDNA,Healthcare,Diagnostics & Research,NASDAQ,1188640,52.36,257.52,1,-18,5.23,291.1,93.5,2.4,4.6,29.8,105.6,99,98,79,46,96.9,1,1,0,0,0,2,2514800611.606064,51734223.0,0.120799996,0.522,1146070,1177626,2,80.0,12.9,2026-08-29
24,AMLX,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,3311730,37.18,254.28,5,-8,-9.63,270.4,83.8,-3.0,19.2,54.5,112.6,99,94,81,95,96.7,1,0,0,0,0,1,4307615018.678192,111423048.0,0.15560001,,5894530,2666624,3,91.7,-0.3,2026-08-29
25,ABCL,Healthcare,Biotechnology,NASDAQ,8545163,12.4,248.22,16,26,2.06,308.3,88.2,-2.4,13.8,44.3,129.5,99,83,93,69,91.3,1,0,0,0,0,1,3668216050.268593,324047363.0,0.2041,-0.763,7654690,8357586,2,84.1,-2.3,2026-08-29
26,RVMD,Healthcare,Biotechnology,NASDAQ,1834550,221.15,247.45,0,-3,0.37,447.5,92.8,-2.5,0.6,7.8,59.3,99,99,96,96,99.0,1,1,0,0,1,3,44894907553.30624,214336418.0,0.056799997,,1973020,2376268,4,97.5,0.9,2026-08-29
27,SYRE,Healthcare,Biotechnology,NASDAQ,919920,93.61,242.1,0,-2,-15.04,509.7,80.3,-12.0,-12.2,-8.2,49.7,99,99,97,94,98.9,1,1,0,0,1,3,9389623727.020523,88173762.0,0.14729999,,1112560,1329670,4,97.2,1.3,2026-08-29
28,ABSI,Healthcare,Biotechnology,NASDAQ,2704816,9.42,234.86,1,0,-21.86,278.7,68.8,-6.1,-3.9,-5.6,69.8,98,97,96,21,95.8,1,0,0,0,0,1,1638913828.2327747,171614010.0,0.2687,-0.464,2705000,4849796,3,77.5,15.9,2026-08-29
29,IOVA,Healthcare,Biotechnology,NASDAQ,18316540,8.26,233.44,3,-3,-11.75,342.5,86.4,-0.2,15.3,46.6,112.0,98,95,89,97,95.6,1,0,0,0,0,1,3755133154.000511,452971432.0,0.236,0.657,18385520,17643396,3,94.1,-0.1,2026-08-29
30,BLZE,Technology,Software - Infrastructure,NASDAQ,3189703,15.24,233.31,0,-5,-36.47,332.9,64.4,-12.0,-18.3,-6.4,88.7,98,98,93,14,77.2,1,1,0,0,0,2,978020011.806488,61900000.0,0.045300003,0.177,3594940,4104874,2,70.6,27.7,2026-08-29
31,MXL,Technology,Semiconductors,NASDAQ,3355910,63.42,233.1,-1,-1,-50.57,373.0,42.3,-8.3,-11.7,-22.6,33.3,98,99,99,59,96.8,1,1,1,0,0,3,6041073507.864731,90693191.0,0.0643,0.552,2298720,3476948,3,88.4,9.1,2026-08-29
32,DELL,Technology,Computer Hardware,NYSE,5579250,472.26,232.24,-1,-2,-8.12,310.8,90.0,0.5,-0.4,5.3,86.4,98,99,98,80,96.0,1,1,1,0,0,3,285646635894.0111,646142428.0,0.0436,0.875,4654110,6611656,3,93.3,5.4,2026-08-29
33,DRTS,Healthcare,Biotechnology,NASDAQ,549313,14.81,232.04,0,-3,-1.4,335.7,97.2,0.3,4.3,13.7,71.8,98,98,95,95,98.1,1,1,0,0,1,3,1379774064.7355232,92478154.0,0.0517,,464730,662620,4,96.5,0.9,2026-08-29
34,SDOT,Consumer Defensive,Farm Products,NASDAQ,3026506,16.21,228.43,93,88,-93.77,431.5,5.5,4.9,10.5,-23.9,-57.7,98,5,0,3,0.2,1,0,0,0,0,1,17831538.73287964,1352924.0,0.0647,,5519490,3651268,0,2.1,3.3,2026-08-29
35,RLAY,Healthcare,Biotechnology,NASDAQ,2219926,19.42,226.15,-1,-3,-8.7,422.8,88.5,-5.7,-5.3,-2.3,48.3,98,99,97,96,98.8,1,1,0,0,1,3,4260113423.674257,219141631.0,0.2139,-0.483,2416370,3206840,4,97.7,0.9,2026-08-29
36,AAOI,Technology,Communication Equipment,NASDAQ,11478840,113.28,225.42,1,3,-51.52,445.0,42.6,-12.7,-16.1,-13.3,6.8,98,97,99,99,98.4,1,0,1,1,1,4,10555932136.531515,84569237.0,0.12810001,0.864,11077910,11202146,4,98.3,-1.3,2026-08-29
37,NXTT,Technology,Software - Application,NASDAQ,5962883,6.91,225.33,97,97,-97.26,9933.3,6.5,-11.5,11.7,-30.7,12.0,98,1,1,2,0.1,1,0,0,0,0,1,11282888.695243835,1472962.0,0.0002,,605040,3640088,0,1.0,0.2,2026-08-29
38,XNCR,Healthcare,Biotechnology,NASDAQ,1292593,28.88,224.13,1,-52,2.56,223.7,84.8,-4.4,7.3,31.9,75.7,98,97,44,34,95.1,1,0,0,0,0,1,2067024379.87286,74353397.0,0.2164,0.175,1405690,1172820,2,67.5,18.8,2026-08-29
39,STX,Technology,Computer Hardware,NASDAQ,5036040,847.2,223.6,-1,-1,-26.01,395.7,71.5,-3.2,-3.2,-5.3,43.1,98,99,99,97,98.6,1,1,1,0,1,4,192950000000.0,227000000.0,0.040599998,0.485,3901990,5095838,4,98.4,0.6,2026-08-29
40,PAYS,Technology,Software - Infrastructure,NASDAQ,720223,13.16,223.54,5,3,-7.65,305.3,88.6,-4.7,2.1,27.0,100.3,98,93,91,31,90.0,1,0,0,0,0,1,795551786.6554413,56462156.0,0.0343,0.481,686340,668600,3,76.2,14.1,2026-08-29
41,AEHR,Technology,Semiconductor Equipment & Materials,NASDAQ,2633816,90.46,222.47,0,1,-38.63,316.5,48.7,-22.2,-24.9,-13.4,31.9,98,98,99,97,95.7,1,1,1,0,0,3,3318478488.0046844,32620450.0,0.1387,0.337,2291800,2620922,4,97.4,1.3,2026-08-29
42,PURR,Financial Services,Capital Markets,NASDAQ,14492786,12.83,222.23,11,21,10.41,274.5,87.5,12.8,36.6,47.3,,98,87,97,71,,1,0,0,0,0,1,2121963835.4782047,200563691.0,2.64,,28891320,13980068,1,85.0,,2026-08-29
43,BAND,Technology,Software - Infrastructure,NASDAQ,1071580,51.85,220.41,1,3,-34.43,282.2,55.1,-0.9,-0.9,-13.0,49.3,98,97,99,67,95.4,1,0,1,0,0,2,1529231060.4911957,32180788.0,0.1492,0.222,640420,1173850,3,89.6,6.6,2026-08-29
44,WDC,Technology,Computer Hardware,NASDAQ,7886140,462.0,218.98,-1,-1,-42.24,471.9,56.9,-2.2,-3.3,-13.5,25.7,98,99,99,99,99.2,1,1,1,1,1,5,165646932191.5869,360540944.0,0.0805,0.438,7064920,8801978,4,99.0,-0.1,2026-08-29
45,LIFE,Financial Services,Insurance Brokers,NASDAQ,1390753,39.44,217.81,24,16,10.51,292.3,97.3,6.7,15.3,56.6,,98,74,66,22,,1,0,0,0,0,1,2178022938.9110794,63759454.0,0.0736,1.134,1504950,1029942,0,54.0,,2026-08-29
46,RCEL,Healthcare,Medical Devices,NASDAQ,580166,10.32,214.2,44,18,-0.96,216.5,96.7,3.6,24.8,71.9,125.4,98,54,28,55,88.4,1,0,0,0,0,1,311124093.79742146,30926847.0,0.0851,0.178,461190,515240,0,56.3,-14.8,2026-08-29
