rank,ticker,sector,industry,exchange,avg_vol_30d,price,rs_score,rs_delta,rs_delta_momentum,pct_from_52w_high,pct_from_52w_low,range_position,price_vs_sma10,price_vs_sma20,price_vs_sma50,price_vs_sma200,percentile,pct_1m,pct_3m,pct_6m,pct_12m,elite_rs,elite_1m,elite_3m,elite_6m,elite_12m,elite_count,market_cap,float_shares,short_float_pct,revenue_growth,avg_vol_10d,avg_vol_50d,tf_count_10,avg_pct,shape_score,date
1,RXT,Technology,Software - Infrastructure,NASDAQ,20393813,6.76,547.75,0,-80,-21.4,1508.8,86.7,2.4,4.3,30.3,199.2,99,99,19,12,97.0,1,1,0,0,0,2,1425552641.9910388,249222499.0,0.16440001,0.019,13279030,27283692,2,56.7,26.4,2026-07-08
2,CRIS,Healthcare,Biotechnology,NASDAQ,6126259,5.29,540.63,96,100,-53.6,2250.0,82.5,163.0,330.7,535.1,381.8,99,3,7,8,89.2,1,0,0,0,0,1,13510010.800252914,1948934.0,0.00029999999,,17444697,3783151,0,26.8,-44.5,2026-07-08
3,ERAS,Healthcare,Biotechnology,NASDAQ,5827961,18.36,488.97,0,0,-24.38,1257.6,82.9,7.8,19.6,43.0,99.1,99,99,99,99,99.9,1,1,1,1,1,5,5743884277.203861,310984542.0,0.11359999,,6404704,6992118,4,99.2,-0.5,2026-07-08
4,MXL,Technology,Semiconductors,NASDAQ,4429613,85.82,442.35,0,-16,-33.11,559.4,63.5,-12.7,-5.8,-2.6,141.5,99,99,83,76,98.2,1,1,0,0,1,3,8338519948.025322,89545959.0,0.0484,0.43,4414969,5682123,2,89.1,6.6,2026-07-08
5,QTTB,Healthcare,Biotechnology,NASDAQ,1231023,13.62,442.11,0,-5,-9.32,912.9,99.5,8.8,10.7,45.6,163.2,99,99,94,77,99.4,1,1,0,0,1,3,221959474.9373436,16956415.0,0.1112,,357870,838944,3,92.4,4.7,2026-07-08
6,CLYM,Healthcare,Biotechnology,NASDAQ,1497425,13.42,439.89,0,0,-1.97,977.0,100.0,3.3,10.7,19.8,120.7,99,99,99,98,99.6,1,1,1,1,1,5,738692974.8558903,57263023.0,0.074,,1973576,1276527,4,98.9,-0.1,2026-07-08
7,ABVX,Healthcare,Biotechnology,NASDAQ,3241798,142.17,405.67,0,0,-4.47,1687.6,95.1,14.1,25.5,21.6,22.7,99,99,99,99,100.0,1,1,1,1,1,5,11543166283.78537,79800669.0,0.0621,0.352,3499935,2318409,4,99.2,-0.5,2026-07-08
8,ALMS,Healthcare,Biotechnology,NASDAQ,1548776,29.27,389.89,1,2,-4.35,798.5,99.1,9.7,19.7,26.4,65.9,99,98,99,99,99.3,1,1,1,1,1,5,3378537470.0,127491980.0,0.1767,-0.9,2101908,1304527,4,98.8,-1.0,2026-07-08
9,SLS,Healthcare,Biotechnology,NASDAQ,10759659,13.5,387.38,0,-2,-14.99,889.9,88.0,4.4,30.5,65.1,203.1,99,99,97,98,98.5,1,1,0,1,1,4,2945555868.508751,196632574.0,0.32349998,,15003737,9928103,4,98.1,0.7,2026-07-08
10,EVC,Communication Services,Advertising Agencies,NYSE,2290534,11.9,387.23,0,-17,-12.95,491.4,84.6,-5.4,6.5,31.5,167.7,99,99,82,86,96.8,1,1,0,0,0,2,1201111316.5550804,92039180.0,0.13270001,1.144,2497554,3393716,2,90.9,5.4,2026-07-08
11,DMRA,Healthcare,Biotechnology,NASDAQ,755808,30.0,367.94,0,0,-21.72,967.1,79.1,4.1,15.2,14.2,26.4,99,99,99,99,99.2,1,1,1,1,1,5,1845364727.943184,61553194.0,0.0249,,1348964,588076,4,99.0,-0.1,2026-07-08
