rank,ticker,sector,industry,exchange,avg_vol_30d,price,rs_score,rs_delta,rs_delta_momentum,pct_from_52w_high,pct_from_52w_low,range_position,price_vs_sma10,price_vs_sma20,price_vs_sma50,price_vs_sma200,percentile,pct_1m,pct_3m,pct_6m,pct_12m,elite_rs,elite_1m,elite_3m,elite_6m,elite_12m,elite_count,market_cap,float_shares,short_float_pct,revenue_growth,avg_vol_10d,avg_vol_50d,tf_count_10,avg_pct,shape_score,date
1,ERAS,Healthcare,Biotechnology,NASDAQ,5240308,18.38,463.68,0,0,-24.3,1230.0,81.7,0.7,-1.3,13.5,67.1,99,99,99,99,100.0,1,1,1,1,1,5,6300362159.431406,347127399.0,0.09819999,,3558704,5360020,4,99.2,-0.5,2026-08-05
2,QTTB,Healthcare,Biotechnology,NASDAQ,1900983,16.16,429.71,0,-3,-31.44,911.7,75.2,6.3,6.3,21.0,148.1,99,99,96,93,99.7,1,1,0,0,1,3,465834212.5864105,29708814.0,0.1522,,496481,1807630,4,96.9,1.1,2026-08-05
3,RXT,Technology,Software - Infrastructure,NASDAQ,14100247,5.15,391.85,0,0,-40.12,1061.4,61.0,12.0,9.3,-10.1,90.8,99,99,99,3,97.3,1,1,1,0,0,3,1048642547.0575331,253908600.0,0.2345,0.019,6735521,18040630,3,74.6,20.0,2026-08-05
4,SLS,Healthcare,Biotechnology,NASDAQ,9778916,11.81,383.26,0,-3,-25.63,753.2,74.5,7.9,-0.1,11.0,113.9,99,99,96,98,99.5,1,1,0,1,1,4,1968292110.7456243,196632574.0,0.2823,,6382838,9322397,4,98.1,0.2,2026-08-05
5,FBRX,Healthcare,Biotechnology,NASDAQ,1797266,76.56,382.7,30,57,-0.83,689.8,99.5,5.3,28.9,118.0,180.0,99,69,96,98,99.6,1,0,0,1,1,3,1569533432.534752,20489993.0,0.1013,,3409430,1178424,3,90.6,-23.8,2026-08-05
6,EVC,Communication Services,Advertising Agencies,NYSE,1770990,11.63,370.52,0,-1,-15.36,485.9,83.7,4.2,4.3,8.8,120.5,99,99,98,80,98.6,1,1,1,0,1,4,1032679624.1771126,92039180.0,0.1302,1.144,1368282,1937404,3,93.9,4.1,2026-08-05
7,STTK,Healthcare,Biotechnology,NASDAQ,1678712,7.92,341.24,0,0,-4.92,897.3,92.3,2.4,4.7,19.9,50.6,99,99,99,99,99.9,1,1,1,1,1,5,675242742.9450631,95508165.0,0.0848,,920857,1438997,4,99.2,-0.5,2026-08-05
8,CLYM,Healthcare,Biotechnology,NASDAQ,1374075,12.56,321.92,0,0,-12.87,674.5,87.7,0.9,-2.2,2.0,72.6,99,99,99,99,99.4,1,1,1,1,1,5,681429951.8558903,57263023.0,0.1694,,917347,1328185,4,99.1,-0.2,2026-08-05
9,NUAI,Technology,Software - Infrastructure,NASDAQ,8501837,5.28,310.48,0,0,-44.1,1474.5,62.7,7.1,9.1,1.4,8.2,99,99,99,99,100.0,1,1,1,1,1,5,472015709.02423096,101290928.0,0.2364,1.458,6520943,8631978,4,99.2,-0.5,2026-08-05
10,MU,Technology,Semiconductors,NASDAQ,50804441,892.67,305.25,0,0,-28.87,721.1,71.0,2.9,-0.6,-8.1,69.1,99,99,99,98,99.6,1,1,1,1,1,5,929524478155.22,1129393151.0,0.0321,3.457,48728315,52473499,4,98.9,-0.1,2026-08-05
