rank,ticker,sector,industry,exchange,avg_vol_30d,price,rs_score,rs_delta,rs_delta_momentum,pct_from_52w_high,pct_from_52w_low,range_position,price_vs_sma10,price_vs_sma20,price_vs_sma50,price_vs_sma200,percentile,pct_1m,pct_3m,pct_6m,pct_12m,elite_rs,elite_1m,elite_3m,elite_6m,elite_12m,elite_count,market_cap,float_shares,short_float_pct,revenue_growth,avg_vol_10d,avg_vol_50d,tf_count_10,avg_pct,shape_score,date
1,AXTI,Technology,Semiconductor Equipment & Materials,NASDAQ,11845003,69.56,572.45,0,0,-51.41,1825.6,44.6,4.3,-5.7,3.2,16.6,99,99,99,99,100.0,1,1,1,1,1,5,4041932747.657288,65573212.0,0.1712,1.648,7876080,10215092,4,99.2,-0.5,2026-09-10
2,XHLD,Communication Services,Broadcasting,NASDAQ,7046056,9.38,497.4,10,-73,-30.36,1260.1,100.0,14.7,29.5,137.7,356.8,99,89,6,6,89.4,1,0,0,0,0,1,110671570.57858086,11977443.0,0.100600004,-0.345,3103670,4508786,0,47.6,24.7,2026-09-10
3,NUAI,Technology,Software - Infrastructure,NASDAQ,5856130,6.6,467.82,0,0,-30.12,1428.4,72.2,9.4,12.4,18.4,22.9,99,99,99,99,99.9,1,1,1,1,1,5,576486007.7303352,106559339.0,0.2574,-0.825,5945210,7119936,4,99.2,-0.5,2026-09-10
4,SLS,Healthcare,Biotechnology,NASDAQ,6723220,13.96,386.3,0,0,-12.09,870.5,86.0,-2.3,-1.6,5.6,93.1,99,99,99,98,99.8,1,1,1,1,1,5,2725327408.131563,196632574.0,0.28030002,,7069970,8202800,4,98.9,-0.2,2026-09-10
5,CLYM,Healthcare,Biotechnology,NASDAQ,1413583,15.9,373.7,0,0,-13.26,811.6,82.2,0.2,-5.7,5.5,67.8,99,99,99,99,99.6,1,1,1,1,1,5,891410703.892231,57436255.0,0.1856,,1855320,1346018,4,99.2,-0.3,2026-09-10
6,MRNA,Healthcare,Biotechnology,NASDAQ,24288976,140.33,345.61,5,-1,-20.56,511.0,75.2,-4.7,5.6,52.5,141.7,99,94,88,95,99.4,1,0,0,0,1,2,58108784862.32124,399235889.0,0.1616,0.021,22158010,17464978,3,94.1,-2.3,2026-09-10
7,ERAS,Healthcare,Biotechnology,NASDAQ,3481430,16.28,342.09,0,0,-32.95,934.2,69.2,-5.1,-8.1,-11.9,22.9,99,99,99,99,99.9,1,1,1,1,1,5,5662647533.443079,349762035.0,0.097600006,,4404040,4136958,4,99.2,-0.4,2026-09-10
8,IGR,Financial Services,Asset Management,NYSE,513303,12.94,326.29,20,19,145.08,201.4,95.4,102.7,130.9,152.2,166.2,99,79,78,80,91.9,1,0,0,0,0,1,681400439.0549908,151759571.0,2.46,-0.231,565481,500448,1,82.2,-6.5,2026-09-10
9,SWVL,Industrials,Railroads,NASDAQ,2931740,6.42,316.72,87,85,14.64,501.5,100.0,61.8,143.9,268.4,321.3,99,12,10,8,87.0,1,0,0,0,0,1,93446475.4762168,18954661.0,0.0074,,8774550,1765008,0,29.3,-36.5,2026-09-10
10,MU,Technology,Semiconductors,NASDAQ,33813600,1000.26,297.11,0,0,-20.3,598.1,78.0,0.8,1.7,5.1,58.1,99,99,99,98,99.7,1,1,1,1,1,5,1148129813705.4724,1129393151.0,0.026600001,3.457,24741600,38274182,4,98.9,-0.2,2026-09-10
11,TXG,Healthcare,Medical Devices,NASDAQ,2968040,65.6,286.88,0,-5,-2.0,485.4,98.4,4.4,6.4,26.2,123.5,99,99,94,87,99.0,1,1,0,0,1,3,8162741874.008545,130291168.0,0.17930001,-0.127,2514110,2962506,3,94.8,2.9,2026-09-10
12,TWST,Healthcare,Biotechnology,NASDAQ,1694423,128.06,276.48,0,-3,-17.61,425.0,79.6,-4.7,-5.4,12.8,91.4,99,99,96,89,99.1,1,1,0,0,1,3,8210620001.641846,65832424.0,0.2708,0.232,1475800,1573744,3,95.8,2.2,2026-09-10
13,DELL,Technology,Computer Hardware,NYSE,7686813,533.88,267.21,0,-1,-0.21,356.1,93.3,3.0,6.5,13.6,95.2,99,99,98,84,98.4,1,1,1,0,1,4,338669101676.897,646142428.0,0.0464,0.577,11541660,7331536,3,94.8,3.4,2026-09-10
14,ORKA,Healthcare,Biotechnology,NASDAQ,804893,94.31,264.3,0,-1,-18.36,515.1,78.2,-0.9,-8.2,-3.9,54.9,99,99,98,98,99.5,1,1,1,1,1,5,6125059395.929176,66209699.0,0.1826,,780090,999744,4,98.6,0.0,2026-09-10
15,ETON,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,641843,59.35,257.84,1,-3,-10.58,303.3,86.9,-3.5,-3.5,17.9,100.2,99,98,94,78,96.7,1,1,0,0,0,2,1670684262.5572014,28583135.0,0.0691,0.986,533910,589668,3,91.7,5.1,2026-09-10
16,QMCO,Technology,Computer Hardware,NASDAQ,2000093,24.46,256.41,9,13,-12.01,434.3,85.9,-3.2,-1.7,41.5,131.9,99,90,94,10,94.7,1,0,0,0,0,1,974609306.6895332,39410001.0,0.051,0.257,968630,1525396,3,72.2,13.2,2026-09-10
17,CDNA,Healthcare,Diagnostics & Research,NASDAQ,1212396,50.31,250.36,0,-14,-6.26,275.2,94.0,-0.3,2.2,19.1,95.6,99,99,85,41,97.8,1,1,0,0,0,2,2632237321.498112,51734223.0,0.11399999,0.522,1211500,1140232,2,80.7,13.6,2026-09-10
