rank,ticker,sector,industry,exchange,avg_vol_30d,price,rs_score,rs_delta,rs_delta_momentum,pct_from_52w_high,pct_from_52w_low,range_position,price_vs_sma10,price_vs_sma20,price_vs_sma50,price_vs_sma200,percentile,pct_1m,pct_3m,pct_6m,pct_12m,elite_rs,elite_1m,elite_3m,elite_6m,elite_12m,elite_count,market_cap,float_shares,short_float_pct,revenue_growth,avg_vol_10d,avg_vol_50d,tf_count_10,avg_pct,shape_score,date
1,TNON,Healthcare,Medical Devices,NASDAQ,3799344,6.14,582.1,97,111,252.87,4205.3,91.7,195.3,435.6,717.5,561.5,99,2,16,15,96.3,1,0,0,0,0,1,65035.73463881016,496456.0,0.0301,0.899,1762674,9189322,1,32.3,-51.2,2026-08-12
2,DBGI,Consumer Cyclical,Apparel Retail,NASDAQ,532655,15.8,506.55,98,98,-48.92,5637.9,76.6,3.1,47.8,233.9,195.6,99,1,1,26,70.2,1,0,0,0,0,1,8820708.869207382,574639.0,0.1104,-0.297,347182,4873829,0,24.6,-39.6,2026-08-12
3,ERAS,Healthcare,Biotechnology,NASDAQ,4376067,18.31,455.68,0,0,-24.59,1199.3,81.5,1.7,-1.0,10.0,62.1,99,99,99,99,99.9,1,1,1,1,1,5,6390615362.622562,347127399.0,0.09819999,,3305223,5209106,4,99.2,-0.5,2026-08-12
4,QTTB,Healthcare,Biotechnology,NASDAQ,1921429,15.41,441.86,0,-2,-34.62,825.9,69.5,-1.8,-0.7,9.3,122.7,99,99,97,95,99.7,1,1,0,0,1,3,464318395.75406456,29763999.0,0.1522,,552657,1372765,4,97.7,0.6,2026-08-12
5,FBRX,Healthcare,Biotechnology,NASDAQ,1856144,76.87,404.15,1,-6,-0.43,645.4,99.7,0.1,15.7,93.8,167.9,99,98,91,98,99.2,1,1,0,1,1,4,1573426581.2291489,20489993.0,0.1013,,1819223,1280000,4,96.5,0.1,2026-08-12
6,SLS,Healthcare,Biotechnology,NASDAQ,7894688,11.05,380.62,0,0,-30.42,746.8,73.8,4.4,2.4,7.5,103.5,99,99,99,98,99.3,1,1,1,1,1,5,2361557258.7456245,196632574.0,0.2823,,5137226,8516211,4,98.8,0.1,2026-08-12
7,CLYM,Healthcare,Biotechnology,NASDAQ,1161302,13.85,374.59,0,0,-4.68,793.8,100.0,11.7,12.2,15.7,92.9,99,99,99,99,99.6,1,1,1,1,1,5,804107570.0,57436255.0,0.1694,,1015388,1355209,4,99.2,-0.3,2026-08-12
8,BFLY,Healthcare,Medical Devices,NYSE,8063060,9.37,327.83,1,-4,-3.3,584.8,97.0,9.4,22.2,31.0,104.5,99,98,93,87,99.0,1,1,0,0,1,3,2351298145.574053,266285183.0,0.1509,0.395,8365780,9311770,3,94.2,2.2,2026-08-12
9,AEHR,Technology,Semiconductor Equipment & Materials,NASDAQ,2993350,117.18,326.71,1,2,-7.46,643.6,100.0,27.6,41.6,39.2,129.5,99,98,99,96,99.1,1,1,1,0,1,4,3362189771.5450287,32620450.0,0.15619999,0.337,2366140,2500350,4,98.0,-0.3,2026-08-12
10,ORKA,Healthcare,Biotechnology,NASDAQ,1083850,104.68,325.53,0,-1,4.33,669.9,100.0,7.5,12.7,26.8,106.7,99,99,98,96,99.6,1,1,1,0,1,4,5960041802.414207,60312101.0,0.2232,,764381,1304018,4,98.1,0.4,2026-08-12
11,NUAI,Technology,Software - Infrastructure,NASDAQ,7520284,5.23,318.17,1,2,-44.63,1580.9,67.3,7.1,10.7,6.9,15.0,99,98,99,99,100.0,1,1,1,1,1,5,534816121.0916824,101290928.0,0.2364,1.458,4868063,8389200,4,99.0,-1.3,2026-08-12
12,STTK,Healthcare,Biotechnology,NASDAQ,1268230,7.18,308.81,0,0,-13.81,913.5,94.0,3.1,4.4,19.9,49.8,99,99,99,98,99.9,1,1,1,1,1,5,694344357.7283263,95508165.0,0.0848,,991600,1498266,4,99.0,-0.2,2026-08-12
13,TXG,Healthcare,Health Information Services,NASDAQ,3107765,58.48,307.92,1,-9,11.99,409.3,98.3,12.9,19.0,41.8,131.6,99,98,88,89,97.2,1,1,0,0,0,2,6605530358.694183,126956189.0,0.1901,-0.127,3433105,3325145,2,93.1,3.2,2026-08-12
14,SYRE,Healthcare,Biotechnology,NASDAQ,1063654,102.74,305.58,0,-1,-4.99,602.4,98.6,1.6,3.2,12.5,87.2,99,99,98,94,98.9,1,1,1,0,1,4,9250309694.32196,88173762.0,0.1542,,819232,1365340,4,97.5,1.2,2026-08-12
15,ANRO,Healthcare,Biotechnology,NYSE,513799,28.78,285.27,0,0,-2.41,853.6,100.0,4.0,5.7,16.4,44.0,99,99,99,99,99.8,1,1,1,1,1,5,1114413682.8855743,38870376.0,0.0935,,355429,543083,4,99.2,-0.4,2026-08-12
16,BLZE,Technology,Software - Infrastructure,NASDAQ,2888751,18.71,280.51,0,-15,-22.01,484.3,97.3,10.8,28.2,46.8,171.2,99,99,84,19,87.9,1,1,0,0,0,2,1164957981.1096191,61900000.0,0.0454,0.177,3956364,3650628,1,72.5,23.0,2026-08-12
17,TWST,Healthcare,Diagnostics & Research,NASDAQ,1559610,123.12,275.83,2,-8,4.06,418.3,100.0,18.3,27.0,38.3,125.8,99,97,87,94,97.4,1,0,0,0,0,1,7253367619.259277,62707424.0,0.2908,0.232,1918302,1822838,3,93.8,1.4,2026-08-12
18,AAOI,Technology,Communication Equipment,NASDAQ,10522191,134.33,274.12,0,0,-42.51,608.5,58.2,13.2,23.8,1.5,47.0,99,99,99,95,98.8,1,1,1,0,1,4,11470126027.245728,84569237.0,0.1286,0.864,14515213,12235928,4,98.0,0.9,2026-08-12
19,MU,Technology,Semiconductors,NASDAQ,44307364,868.52,273.07,0,0,-30.8,687.0,72.5,4.6,3.7,-5.6,67.2,99,99,99,98,99.0,1,1,1,1,1,5,991121555794.9924,1129393151.0,0.0321,3.457,42957462,49842652,4,98.8,0.2,2026-08-12
20,RLAY,Healthcare,Biotechnology,NASDAQ,2692857,19.99,263.97,1,0,-3.85,517.5,96.1,3.4,4.2,12.6,70.0,99,98,97,96,98.7,1,1,0,0,1,3,4332430145.185078,219141631.0,0.22760001,-0.609,2015313,3571706,4,97.4,0.2,2026-08-12
21,APPS,Technology,Software - Application,NASDAQ,4178965,13.04,263.56,1,-65,-14.99,340.1,82.9,6.6,23.5,22.3,108.0,99,98,32,26,90.5,1,1,0,0,0,2,1735373043.4656143,121016250.0,0.091400005,0.268,5813057,5448863,2,61.6,24.8,2026-08-12
22,PLAG,Industrials,Conglomerates,NYSE ARCA,8682214,5.81,258.63,25,-23,29.4,126.4,12.7,2.9,29.1,-17.4,-39.7,99,74,26,92,1.0,1,0,0,0,0,1,7970320.433933437,14232715.0,0.0036000002,6.566,18535002,5222528,1,48.2,37.7,2026-08-12
23,MXL,Technology,Semiconductors,NASDAQ,3804597,69.02,257.66,0,0,-46.2,469.6,53.3,6.5,3.5,-10.5,72.7,99,99,99,81,97.7,1,1,1,0,0,3,6800175765.63102,90693191.0,0.059699997,0.552,2604943,3940990,3,94.2,4.3,2026-08-12
24,ALMS,Healthcare,Biotechnology,NASDAQ,1261593,25.37,256.15,0,0,-19.07,546.8,82.0,-6.2,-7.8,-0.5,23.1,99,99,99,99,98.4,1,1,1,1,1,5,3518778696.6343307,127491980.0,0.094399996,-0.9,918541,1417992,4,98.9,0.3,2026-08-12
25,RVMD,Healthcare,Biotechnology,NASDAQ,1991123,205.55,254.76,1,0,-0.17,491.5,99.0,5.3,8.2,15.4,70.2,99,98,97,96,98.4,1,1,0,0,1,3,43971114844.49432,214336418.0,0.0696,,1817531,2627428,4,97.3,0.3,2026-08-12
26,DFTX,Healthcare,Biotechnology,NASDAQ,2082492,40.91,246.79,0,-5,-17.69,381.9,85.7,-2.2,-1.7,10.8,91.5,99,99,94,94,96.6,1,1,0,0,0,2,6124773658.539948,132743254.0,0.080699995,,2085698,3160085,4,95.9,2.7,2026-08-12
27,MBX,Healthcare,Biotechnology,NASDAQ,708142,66.01,246.01,1,-3,-9.13,587.2,93.9,0.4,5.1,26.7,81.9,99,98,94,98,98.1,1,1,0,1,1,4,3266217696.022705,48160096.0,0.1703,,501248,843719,4,97.0,0.3,2026-08-12
28,CDNA,Healthcare,Diagnostics & Research,NASDAQ,1188790,47.23,245.67,6,-9,-5.08,308.9,98.5,6.7,16.1,48.8,114.4,99,93,78,75,96.0,1,0,0,0,0,1,2415470800.8238564,51734223.0,0.1225,0.522,1458291,1107584,2,85.5,3.6,2026-08-12
29,LITE,Technology,Communication Equipment,NASDAQ,4536443,820.59,244.26,0,0,-24.42,713.5,87.1,14.3,19.6,14.1,48.4,99,99,99,99,99.5,1,1,1,1,1,5,69255224670.41016,77800000.0,0.125,0.901,5256039,5207803,4,99.1,-0.2,2026-08-12
30,DELL,Technology,Computer Hardware,NYSE,6480560,440.97,240.82,0,-4,-9.21,336.2,100.0,9.0,13.7,15.5,113.9,99,99,95,34,94.3,1,1,0,0,0,2,293200042454.8273,646142428.0,0.0433,0.875,5781421,7993226,3,80.6,15.7,2026-08-12
31,BAND,Technology,Software - Infrastructure,NASDAQ,1256419,51.62,240.33,0,0,-34.72,305.4,59.7,15.6,-4.9,-13.0,70.0,99,99,99,26,95.6,1,1,1,0,0,3,1607752139.0176086,32180788.0,0.121700004,0.222,1500379,1424849,3,79.9,16.3,2026-08-12
32,DNTH,Healthcare,Biotechnology,NASDAQ,937145,108.49,239.24,1,1,-5.29,495.1,99.8,2.6,6.0,17.5,62.3,99,98,98,93,98.5,1,1,1,0,1,4,5954245998.263138,54666233.0,0.1942,2.943,830617,1164339,4,96.9,0.7,2026-08-12
33,HYMC,Basic Materials,Gold,NASDAQ,1585037,27.53,238.51,1,3,-53.12,684.3,45.8,14.5,25.1,16.9,-3.5,98,97,99,99,99.4,1,0,1,1,1,4,2473041899.050377,93181681.0,0.22489999,,1681533,2046482,4,98.6,-1.8,2026-08-12
34,OPTX,Technology,Electronic Components,NASDAQ,504200,8.87,236.12,0,0,-40.55,596.0,57.9,14.8,16.8,-9.8,30.8,98,98,98,99,98.0,1,1,1,1,0,4,313780248.0834446,40279878.0,0.2343,-0.079,391462,737846,4,98.2,-0.2,2026-08-12
35,ABSI,Healthcare,Biotechnology,NASDAQ,3545309,9.41,235.94,-1,-6,-21.94,313.0,77.3,11.3,16.0,10.3,97.4,98,99,94,26,93.6,1,1,0,0,0,2,1512745025.386879,169400333.0,0.2575,-0.818,2513899,5367965,3,78.1,17.8,2026-08-12
36,FSLY,Technology,Software - Application,NASDAQ,5814245,28.78,231.44,2,-4,-17.35,316.5,81.4,14.6,26.0,41.0,63.7,98,96,90,96,96.6,1,0,0,0,0,1,3657527854.156494,159300000.0,0.1902,0.233,8281876,6331257,4,94.6,0.3,2026-08-12
