rank,ticker,sector,industry,exchange,avg_vol_30d,price,rs_score,rs_delta,rs_delta_momentum,pct_from_52w_high,pct_from_52w_low,range_position,price_vs_sma10,price_vs_sma20,price_vs_sma50,price_vs_sma200,percentile,pct_1m,pct_3m,pct_6m,pct_12m,elite_rs,elite_1m,elite_3m,elite_6m,elite_12m,elite_count,market_cap,float_shares,short_float_pct,revenue_growth,avg_vol_10d,avg_vol_50d,tf_count_10,avg_pct,shape_score,date
1,AXTI,Technology,Semiconductor Equipment & Materials,NASDAQ,11567730,61.64,500.5,0,0,-56.94,2166.8,47.8,11.0,-0.6,9.7,24.8,99,99,99,99,100.0,1,1,1,1,1,5,4041932747.657288,65573212.0,0.1712,1.648,7396550,10271910,4,99.2,-0.5,2026-09-09
2,XHLD,Communication Services,Broadcasting,NASDAQ,7039666,9.24,468.98,73,52,-31.4,1218.7,100.0,13.9,29.8,139.9,350.5,99,26,5,5,92.7,1,0,0,0,0,1,110671570.57858086,11977443.0,0.100600004,-0.345,3316660,4500254,1,32.2,-27.1,2026-09-09
3,SLS,Healthcare,Biotechnology,NASDAQ,6825123,13.86,377.49,0,0,-12.72,903.6,89.3,0.8,2.4,9.0,101.4,99,99,99,99,99.8,1,1,1,1,1,5,2725327408.131563,196632574.0,0.28030002,,7342260,8500902,4,99.2,-0.4,2026-09-09
4,CLYM,Healthcare,Biotechnology,NASDAQ,1423286,15.52,367.91,0,0,-15.33,817.7,82.8,0.1,-4.9,6.5,70.1,99,99,99,99,99.7,1,1,1,1,1,5,891410703.892231,57436255.0,0.1856,,1881280,1454052,4,99.2,-0.3,2026-09-09
5,MRNA,Healthcare,Biotechnology,NASDAQ,24112210,145.55,363.22,5,-3,-17.61,506.5,74.5,-6.2,7.8,53.6,142.3,99,94,86,95,99.5,1,0,0,0,1,2,58108784862.32124,399235889.0,0.1616,0.021,24282610,17547288,3,93.6,-2.1,2026-09-09
6,NUAI,Technology,Software - Infrastructure,NASDAQ,5542693,5.41,340.43,0,0,-42.72,1632.6,79.4,21.7,23.3,29.1,34.6,99,99,99,99,99.9,1,1,1,1,1,5,576486007.7303352,106559339.0,0.2574,-0.825,4989700,7197374,4,99.2,-0.5,2026-09-09
7,ERAS,Healthcare,Biotechnology,NASDAQ,3457000,16.19,335.35,0,0,-33.32,912.9,67.6,-8.8,-10.7,-14.0,21.0,99,99,99,99,99.9,1,1,1,1,1,5,5662647533.443079,349762035.0,0.097600006,,4202010,4418372,4,99.2,-0.4,2026-09-09
8,MU,Technology,Semiconductors,NASDAQ,34508713,1016.59,305.2,0,0,-19.0,660.0,82.8,6.4,7.3,10.1,67.3,99,99,99,98,99.8,1,1,1,1,1,5,1148129813705.4724,1129393151.0,0.026600001,3.457,25069080,39467532,4,99.0,-0.2,2026-09-09
9,TXG,Healthcare,Medical Devices,NASDAQ,2925690,62.65,273.49,0,-4,-6.41,493.4,100.0,6.2,8.6,29.3,128.5,99,99,95,85,99.2,1,1,0,0,1,3,8162741874.008545,130291168.0,0.17930001,-0.127,2550410,3080278,3,94.6,3.1,2026-09-09
10,TWST,Healthcare,Biotechnology,NASDAQ,1679156,124.72,265.5,0,-3,-19.76,419.5,78.6,-7.3,-6.3,12.0,90.9,99,99,96,88,99.2,1,1,0,0,1,3,8210620001.641846,65832424.0,0.2708,0.232,1475730,1623144,3,95.5,2.4,2026-09-09
