rank,ticker,sector,industry,exchange,avg_vol_30d,price,rs_score,rs_delta,rs_delta_momentum,pct_from_52w_high,pct_from_52w_low,range_position,price_vs_sma10,price_vs_sma20,price_vs_sma50,price_vs_sma200,percentile,pct_1m,pct_3m,pct_6m,pct_12m,elite_rs,elite_1m,elite_3m,elite_6m,elite_12m,elite_count,market_cap,float_shares,short_float_pct,revenue_growth,avg_vol_10d,avg_vol_50d,tf_count_10,avg_pct,shape_score,date
1,AXTI,Technology,Semiconductor Equipment & Materials,NASDAQ,9031287,42.76,520.69,0,0,-70.13,1825.5,25.2,-22.6,-30.4,-53.6,-20.1,99,99,99,99,100.0,1,1,1,1,1,5,3089936980.32,65423184.0,0.1759,0.391,6963172,9030984,4,99.2,-0.5,2026-07-29
2,DBGI,Consumer Cyclical,Apparel Retail,NASDAQ,1673440,14.53,438.22,98,98,-23.53,4041.4,59.3,60.1,190.9,466.9,128.8,99,1,1,92,18.8,1,0,0,0,0,1,7412830.2,574638.0,0.1104,-0.297,625680,6402202,1,28.2,-27.1,2026-07-29
3,ERAS,Healthcare,Biotechnology,NASDAQ,5636041,18.16,436.07,0,0,-25.21,1174.8,77.5,-6.3,-6.2,13.1,64.9,99,99,99,99,99.9,1,1,1,1,1,5,6633604594.889999,347127399.0,0.09819999,,4862093,5394584,4,99.2,-0.5,2026-07-29
4,QTTB,Healthcare,Biotechnology,NASDAQ,1873468,15.71,400.28,0,-3,-33.35,798.2,65.9,-3.6,-1.6,15.9,130.7,99,99,96,94,99.2,1,1,0,0,1,3,450088532.1,29708814.0,0.1522,,1509206,1775821,4,97.0,1.2,2026-07-29
5,FBRX,Healthcare,Biotechnology,NASDAQ,1422710,76.65,384.15,38,72,22.72,696.4,99.8,29.1,68.1,158.8,196.7,99,61,95,98,99.3,1,0,0,1,1,3,1121829595.26,20478817.0,0.1013,,2547040,959502,3,88.3,-29.9,2026-07-29
6,EVC,Communication Services,Advertising Agencies,NYSE,1818213,10.93,363.84,0,-7,-20.45,457.6,78.8,2.4,-3.2,6.3,119.6,99,99,92,89,97.9,1,1,0,0,0,2,982978442.4,92039180.0,0.1302,1.144,1325860,2175352,3,94.5,3.2,2026-07-29
7,CLYM,Healthcare,Biotechnology,NASDAQ,1390706,12.29,347.82,0,0,-14.74,765.0,85.0,-3.9,-7.0,0.5,73.8,99,99,99,98,99.6,1,1,1,1,1,5,735257215.3199999,57263023.0,0.1694,,1026439,1287825,4,98.9,-0.1,2026-07-29
8,SLS,Healthcare,Biotechnology,NASDAQ,10135529,10.09,315.73,0,-3,-36.46,626.6,61.9,-13.7,-19.7,-2.5,89.8,99,99,96,97,98.9,1,1,0,0,1,3,2225880737.68,196632574.0,0.2823,,7637989,10161155,4,97.7,0.8,2026-07-29
9,MU,Technology,Semiconductors,NASDAQ,50331082,820.53,301.5,0,-1,-34.62,604.6,57.2,-16.7,-20.3,-22.9,44.5,99,99,98,98,99.3,1,1,1,1,1,5,1040114622413.45,1129393151.0,0.0321,3.457,47057316,52333795,4,98.6,0.1,2026-07-29
10,SYRE,Healthcare,Biotechnology,NASDAQ,1607441,99.96,295.61,0,0,-4.88,560.4,94.5,-1.5,1.0,13.3,89.8,99,99,99,92,99.0,1,1,1,0,1,4,8869097168.89,86841253.0,0.1542,,973485,1389581,4,97.2,1.4,2026-07-29
11,ALMS,Healthcare,Biotechnology,NASDAQ,1564266,27.03,293.79,0,0,-13.78,567.8,85.1,-5.6,-6.1,6.9,33.7,99,99,99,99,99.1,1,1,1,1,1,5,3569775440.0,127491980.0,0.094399996,-0.9,975888,1407591,4,99.0,-0.1,2026-07-29
12,STTK,Healthcare,Biotechnology,NASDAQ,1669147,6.82,282.62,1,2,-18.13,823.5,84.3,-4.5,-2.7,12.4,42.2,99,98,99,98,99.8,1,1,1,1,1,5,709625665.9499999,95508165.0,0.0848,,1576591,1405156,4,98.7,-1.0,2026-07-29
13,ANRO,Healthcare,Biotechnology,NYSE,656190,27.42,280.26,0,0,-4.96,776.1,94.6,-1.3,-0.3,12.5,38.2,99,99,99,99,99.9,1,1,1,1,1,5,1040948669.28,38870376.0,0.0935,,460821,533532,4,99.2,-0.4,2026-07-29
14,LQDA,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,2077279,86.82,274.32,1,-5,-4.7,391.1,96.9,4.2,7.4,20.3,95.9,99,98,92,97,97.8,1,1,0,0,0,2,7667380695.78,88928099.0,0.1723,41.585,1467757,1989013,4,96.2,0.9,2026-07-29
15,DMRA,Healthcare,Biotechnology,NASDAQ,815372,29.42,273.53,1,2,-23.24,998.1,81.6,-6.5,-5.0,9.9,20.0,99,98,99,99,99.5,1,1,1,1,1,5,1773963051.08,61553194.0,0.088999994,,474867,634119,4,98.9,-1.0,2026-07-29
16,ORKA,Healthcare,Biotechnology,NASDAQ,1529732,90.45,272.41,0,0,-7.5,574.9,91.4,-2.9,-0.6,15.3,82.4,99,99,99,96,99.0,1,1,1,0,1,4,5558363228.16,60312101.0,0.2232,,954967,1413189,4,98.3,0.6,2026-07-29
17,WDC,Technology,Computer Hardware,NASDAQ,9516302,463.51,267.24,0,0,-42.05,554.4,57.9,-8.3,-13.1,-17.2,41.0,99,99,99,99,99.4,1,1,1,1,1,5,179165771693.8,344682131.0,0.0761,0.455,7504526,8343235,4,99.1,-0.2,2026-07-29
