rank,ticker,sector,industry,exchange,avg_vol_30d,price,rs_score,rs_delta,rs_delta_momentum,pct_from_52w_high,pct_from_52w_low,range_position,price_vs_sma10,price_vs_sma20,price_vs_sma50,price_vs_sma200,percentile,pct_1m,pct_3m,pct_6m,pct_12m,elite_rs,elite_1m,elite_3m,elite_6m,elite_12m,elite_count,market_cap,float_shares,short_float_pct,revenue_growth,avg_vol_10d,avg_vol_50d,tf_count_10,avg_pct,shape_score,date
1,QTTB,Healthcare,Biotechnology,NASDAQ,909266,16.36,457.19,0,0,-30.59,874.7,73.6,2.2,2.5,9.6,112.2,99,99,99,96,99.9,1,1,1,0,1,4,475418379.969305,29769466.0,0.1432,,368930,1302980,4,98.5,0.1,2026-08-27
2,SLS,Healthcare,Biotechnology,NASDAQ,6781020,14.33,431.48,0,0,-9.76,887.8,87.7,0.9,10.3,13.7,115.5,99,99,99,99,99.6,1,1,1,1,1,5,3039939601.5409374,196632574.0,0.2807,,7401400,8581534,4,99.2,-0.3,2026-08-27
3,CLYM,Healthcare,Biotechnology,NASDAQ,1133293,16.4,394.58,0,0,-9.57,880.5,89.1,-4.2,7.8,17.9,94.7,99,99,99,99,99.3,1,1,1,1,1,5,992498525.8383464,57436255.0,0.1728,,1345430,1309968,4,99.1,-0.2,2026-08-27
4,ERAS,Healthcare,Biotechnology,NASDAQ,3863733,17.6,391.98,0,0,-27.51,1239.2,84.2,6.4,5.4,7.0,55.4,99,99,99,99,100.0,1,1,1,1,1,5,6166304383.518019,349762035.0,0.0956,,2695910,4554882,4,99.2,-0.5,2026-08-27
5,FBRX,Healthcare,Biotechnology,NASDAQ,2074236,76.95,365.28,0,-20,-0.32,647.5,100.0,0.1,0.2,46.0,139.0,99,99,79,98,99.5,1,1,0,1,1,4,1632941333.1683807,21229087.0,0.0936,,1888990,1579570,3,93.9,2.0,2026-08-27
6,XHLD,Communication Services,Broadcasting,NASDAQ,6217526,7.65,362.81,72,53,-43.21,972.8,100.0,17.4,81.1,190.3,311.0,99,27,8,5,74.1,1,0,0,0,0,1,91747211.55238724,11977443.0,0.0049,-0.345,3855010,3894336,0,28.5,-17.2,2026-08-27
7,MRNA,Healthcare,Biotechnology,NASDAQ,18458056,138.89,361.31,9,5,-21.38,569.3,83.7,29.6,72.7,103.6,195.7,99,90,86,95,99.0,1,0,0,0,1,2,57941106519.96399,399235889.0,0.1523,0.021,45193900,15216082,3,92.5,-5.1,2026-08-27
8,SMJF,Consumer Cyclical,Textile Manufacturing,NYSE ARCA,1188410,11.25,325.15,11,7,-2.0,764.9,99.2,4.4,24.6,65.9,,99,88,84,14,,1,0,0,0,0,1,316114045.7725525,27705000.0,0.0481,-0.014,1467360,938166,0,62.0,,2026-08-27
9,TWST,Healthcare,Diagnostics & Research,NASDAQ,1599806,140.8,317.55,2,-1,-3.52,521.1,98.9,11.1,22.6,44.0,145.8,99,97,94,89,98.7,1,0,0,0,1,2,9129573630.518557,62707424.0,0.2874,0.232,1653800,1824286,3,94.7,1.0,2026-08-27
10,SDOT,Consumer Defensive,Farm Products,NASDAQ,2926183,23.16,310.1,95,91,-91.11,522.3,6.7,30.4,31.1,-10.4,-51.6,99,4,0,5,0.3,1,0,0,0,0,1,17831538.73287964,1352924.0,0.0647,,5086860,3604842,0,2.3,2.1,2026-08-27
11,TXG,Healthcare,Health Information Services,NASDAQ,3173476,63.8,304.77,0,-6,-2.55,466.7,98.4,5.0,14.4,37.2,135.2,99,99,93,93,98.1,1,1,0,0,1,3,8484561218.015381,130291168.0,0.1759,-0.127,3131590,3263884,4,95.8,2.2,2026-08-27
12,ORKA,Healthcare,Biotechnology,NASDAQ,867643,102.42,303.25,0,-2,-11.34,571.9,86.1,-7.2,-3.9,6.5,77.8,99,99,97,96,99.6,1,1,0,0,1,3,7147999043.42321,66209699.0,0.17709999,,862390,1245056,4,97.9,0.5,2026-08-27
13,STTK,Healthcare,Biotechnology,NASDAQ,1129380,7.9,302.85,0,-1,-5.16,705.3,97.7,4.1,6.1,14.6,48.8,99,99,98,98,99.8,1,1,1,1,1,5,755735316.1470485,100363253.0,0.065799996,,931590,1374574,4,98.7,-0.1,2026-08-27
14,BFLY,Healthcare,Medical Devices,NYSE,6994120,8.95,302.28,1,-6,-10.95,476.0,87.1,-4.3,-2.2,8.0,74.4,99,98,91,90,98.9,1,1,0,0,1,3,2543023548.439868,266285183.0,0.1528,0.395,4779730,9166076,4,94.5,1.9,2026-08-27
15,MU,Technology,Semiconductors,NASDAQ,40330803,910.43,298.01,0,0,-27.46,705.5,74.9,-1.6,2.9,-2.1,61.4,99,99,99,98,99.9,1,1,1,1,1,5,1091874743611.47,1129393151.0,0.026500002,3.457,30551560,45184668,4,99.0,-0.2,2026-08-27
16,SYRE,Healthcare,Biotechnology,NASDAQ,935383,106.65,289.78,0,-1,-3.2,531.6,83.7,-10.7,-9.7,-4.7,56.9,99,99,98,95,99.0,1,1,1,0,1,4,9389623727.020523,88173762.0,0.14729999,,828920,1294650,4,97.7,0.9,2026-08-27
