rank,ticker,sector,industry,exchange,avg_vol_30d,price,rs_score,rs_delta,rs_delta_momentum,pct_from_52w_high,pct_from_52w_low,range_position,price_vs_sma10,price_vs_sma20,price_vs_sma50,price_vs_sma200,percentile,pct_1m,pct_3m,pct_6m,pct_12m,elite_rs,elite_1m,elite_3m,elite_6m,elite_12m,elite_count,market_cap,float_shares,short_float_pct,revenue_growth,avg_vol_10d,avg_vol_50d,tf_count_10,avg_pct,shape_score,date
1,ERAS,Healthcare,Biotechnology,NASDAQ,5008139,18.41,465.08,0,0,-24.18,1194.3,79.4,-0.6,-3.7,8.0,59.2,99,99,99,99,100.0,1,1,1,1,1,5,6300362159.431406,347127399.0,0.09819999,,3303559,5270527,4,99.2,-0.5,2026-08-10
2,DBGI,Consumer Cyclical,Apparel Retail,NASDAQ,567595,15.35,440.8,98,99,-32.2,5779.3,78.5,7.0,63.0,265.8,204.9,99,1,2,19,80.9,1,0,0,0,0,1,8878172.440396309,574639.0,0.1104,-0.297,345044,5112673,0,25.7,-43.7,2026-08-10
3,QTTB,Healthcare,Biotechnology,NASDAQ,1927375,15.6,440.46,0,-2,-33.81,861.3,71.1,-0.1,0.3,12.1,129.2,99,99,97,94,99.8,1,1,0,0,1,3,465834212.5864105,29708814.0,0.1522,,555237,1401593,4,97.4,0.8,2026-08-10
4,FBRX,Healthcare,Biotechnology,NASDAQ,1910478,76.79,428.99,2,-1,-0.53,655.0,99.8,0.2,18.7,99.7,171.1,99,97,94,98,99.5,1,0,0,1,1,3,1569533432.534752,20489993.0,0.1013,,3638404,1252276,4,97.1,-1.2,2026-08-10
5,SLS,Healthcare,Biotechnology,NASDAQ,9371658,12.01,403.73,0,-2,-24.37,694.2,68.6,0.2,-5.3,1.6,94.1,99,99,97,97,99.4,1,1,0,0,1,3,1968292110.7456243,196632574.0,0.2823,,6085835,9042843,4,98.1,0.4,2026-08-10
6,CLYM,Healthcare,Biotechnology,NASDAQ,1361124,14.0,367.97,0,0,-2.88,741.0,96.3,6.8,6.0,9.5,83.0,99,99,99,99,99.7,1,1,1,1,1,5,681429951.8558903,57263023.0,0.1694,,1082974,1356162,4,99.2,-0.4,2026-08-10
7,DMRA,Healthcare,Biotechnology,NASDAQ,766872,29.92,318.37,0,0,-21.93,1045.0,85.4,0.2,-1.8,11.4,21.3,99,99,99,99,99.8,1,1,1,1,1,5,1784427079.971592,61553194.0,0.088999994,,410277,651485,4,99.2,-0.4,2026-08-10
8,NUAI,Technology,Software - Infrastructure,NASDAQ,8236896,5.28,315.84,0,0,-44.1,1535.3,65.3,9.1,10.1,4.2,12.3,99,99,99,99,100.0,1,1,1,1,1,5,472015709.02423096,101290928.0,0.2364,1.458,5351899,8553955,4,99.2,-0.5,2026-08-10
9,SYRE,Healthcare,Biotechnology,NASDAQ,1220133,104.91,307.36,0,0,-0.17,610.7,100.0,3.7,4.7,15.4,92.2,99,99,99,95,99.4,1,1,1,0,1,4,8539100566.501083,86841253.0,0.1542,,861279,1360963,4,98.1,0.6,2026-08-10
10,EVC,Communication Services,Advertising Agencies,NYSE,1704198,11.97,306.98,0,-1,-12.88,490.9,84.5,2.5,5.1,8.3,116.4,99,99,98,77,98.6,1,1,1,0,1,4,1032679624.1771126,92039180.0,0.1302,1.144,1388895,1848895,3,93.1,4.7,2026-08-10
11,STTK,Healthcare,Biotechnology,NASDAQ,1659497,7.27,301.4,0,0,-12.73,866.2,89.1,-0.8,0.4,14.9,43.6,99,99,99,98,99.9,1,1,1,1,1,5,675242742.9450631,95508165.0,0.0848,,883663,1469732,4,99.0,-0.2,2026-08-10
12,ORKA,Healthcare,Biotechnology,NASDAQ,1247279,98.82,300.93,0,0,-0.18,705.7,100.0,8.9,12.6,27.1,105.5,99,99,99,96,99.6,1,1,1,0,1,4,5820720996.350548,60312101.0,0.2232,,758848,1309643,4,98.4,0.3,2026-08-10
13,BFLY,Healthcare,Medical Devices,NYSE,8467286,8.83,297.92,1,-4,-8.88,629.3,100.0,18.5,28.6,38.2,113.3,99,98,93,85,99.5,1,1,0,0,1,3,1893287686.682908,266285183.0,0.153,0.395,7500859,9077551,3,93.9,2.4,2026-08-10
14,ANRO,Healthcare,Biotechnology,NYSE,660515,28.67,287.73,0,0,-0.62,824.5,98.5,1.5,2.7,13.7,40.3,99,99,99,99,99.9,1,1,1,1,1,5,1052221066.4577026,38870376.0,0.0935,,380657,538281,4,99.2,-0.5,2026-08-10
15,MU,Technology,Semiconductors,NASDAQ,47289365,877.57,287.29,0,0,-30.07,643.6,67.9,1.4,-2.7,-11.2,59.9,99,99,99,98,99.6,1,1,1,1,1,5,929524478155.22,1129393151.0,0.0321,3.457,48056577,50893723,4,98.9,-0.1,2026-08-10
16,ALMS,Healthcare,Biotechnology,NASDAQ,1461742,27.6,281.4,0,-1,-11.96,597.0,89.5,0.5,-1.0,7.5,33.3,99,99,98,99,99.3,1,1,1,1,1,5,3601648435.0,127491980.0,0.094399996,-0.9,915368,1409997,4,98.8,-0.0,2026-08-10
17,APPS,Technology,Software - Application,NASDAQ,4519011,14.34,277.34,1,-73,5.44,410.3,100.0,33.8,47.5,43.9,143.8,99,98,24,24,95.3,1,1,0,0,0,2,974744517.0267812,120936038.0,0.091400005,0.196,5554745,6032381,2,60.3,23.6,2026-08-10
18,DFTX,Healthcare,Biotechnology,NASDAQ,2456441,46.14,276.68,0,-5,-6.22,408.4,91.7,3.1,2.8,19.1,104.7,99,99,94,93,98.2,1,1,0,0,1,3,5776986474.845039,132743254.0,0.080699995,,1869233,3156006,4,96.0,2.1,2026-08-10
19,TXG,Healthcare,Health Information Services,NASDAQ,3156429,52.03,276.67,1,-11,3.36,416.5,100.0,19.9,23.8,48.1,139.3,99,98,86,85,98.3,1,1,0,0,1,3,6001219112.145931,126956189.0,0.1901,-0.026,2844968,3241393,2,91.8,3.6,2026-08-10
20,AEHR,Technology,Semiconductor Equipment & Materials,NASDAQ,2924703,103.07,276.24,1,2,-18.6,511.0,89.5,17.8,22.2,15.9,92.0,99,98,99,96,98.9,1,1,1,0,1,4,2608983700.5046844,32620450.0,0.15619999,0.337,2320299,2457125,4,98.0,-0.2,2026-08-10
21,LITE,Technology,Communication Equipment,NASDAQ,4631887,890.17,274.57,0,0,-18.01,609.7,74.5,6.2,5.6,-0.4,30.9,99,99,99,99,99.5,1,1,1,1,1,5,55544532189.94141,77800000.0,0.125,0.901,5008403,5220398,4,99.1,-0.3,2026-08-10
22,MXL,Technology,Semiconductors,NASDAQ,4132695,74.98,273.33,0,0,-41.56,424.4,48.2,2.0,-7.1,-18.3,61.0,99,99,99,83,98.1,1,1,1,0,1,4,6060118994.942635,90693191.0,0.059699997,0.552,3410416,4107489,3,94.8,3.6,2026-08-10
23,AAOI,Technology,Communication Equipment,NASDAQ,10624737,135.63,271.79,1,2,-41.96,581.4,55.7,19.4,21.2,-3.4,43.0,99,98,99,96,99.2,1,1,1,0,1,4,7568497758.951851,80242767.0,0.1286,0.514,13522113,12126062,4,98.1,-0.3,2026-08-10
24,TWST,Healthcare,Diagnostics & Research,NASDAQ,1634167,115.67,262.07,2,-6,9.67,416.9,100.0,22.2,28.8,39.7,127.2,99,97,89,89,98.6,1,0,0,0,1,2,5700938986.736969,62271314.0,0.2908,0.193,1824251,1836818,2,93.4,1.6,2026-08-10
25,LQDA,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,1453300,90.22,257.76,0,-3,-0.97,345.1,100.0,3.8,7.7,19.0,94.1,99,99,96,93,98.5,1,1,0,0,1,3,7479742461.167404,88928099.0,0.1723,41.585,1073922,1917478,4,96.6,1.8,2026-08-10
26,BLZE,Technology,Software - Infrastructure,NASDAQ,3102984,18.82,257.43,0,-15,3.13,482.2,96.8,20.4,30.5,51.0,173.6,99,99,84,18,94.4,1,1,0,0,0,2,823402125.3456621,60014731.0,0.0454,0.117,3603393,3580812,2,73.8,20.0,2026-08-10
27,RVMD,Healthcare,Biotechnology,NASDAQ,2360281,205.15,255.11,1,0,5.44,496.5,100.0,7.4,9.6,17.0,72.7,99,98,97,96,99.1,1,1,0,0,1,3,39868214259.342834,212596462.0,0.0696,,1821853,2737972,4,97.5,-0.1,2026-08-10
