rank,ticker,sector,industry,exchange,avg_vol_30d,price,rs_score,rs_delta,rs_delta_momentum,pct_from_52w_high,pct_from_52w_low,range_position,price_vs_sma10,price_vs_sma20,price_vs_sma50,price_vs_sma200,percentile,pct_1m,pct_3m,pct_6m,pct_12m,elite_rs,elite_1m,elite_3m,elite_6m,elite_12m,elite_count,market_cap,float_shares,short_float_pct,revenue_growth,avg_vol_10d,avg_vol_50d,tf_count_10,avg_pct,shape_score,date
1,ERAS,Healthcare,Biotechnology,NASDAQ,5666425,19.34,422.54,0,0,-20.35,1274.8,84.1,-1.0,1.7,25.8,81.8,99,99,99,99,100.0,1,1,1,1,1,5,6654432265.313719,347127399.0,0.1166,,5437465,5412131,4,99.2,-0.5,2026-07-24
2,SLS,Healthcare,Biotechnology,NASDAQ,9837537,12.34,389.25,0,-2,-22.29,714.4,70.6,-9.3,-14.0,11.4,118.0,99,99,97,97,99.1,1,1,0,0,1,3,2593583568.5496883,196632574.0,0.3233,,6810483,10709854,4,98.0,0.5,2026-07-24
3,MXL,Technology,Semiconductors,NASDAQ,3736876,91.24,387.17,0,0,-28.89,448.6,50.9,-13.5,-21.4,-20.4,80.2,99,99,99,80,98.3,1,1,1,0,1,4,6432981366.632904,89545959.0,0.0652,0.43,3739368,4300893,3,94.1,4.2,2026-07-24
4,MU,Technology,Semiconductors,NASDAQ,50622217,990.21,376.63,0,-1,-21.1,778.1,73.6,-0.3,-5.6,-3.6,83.4,99,99,98,99,99.7,1,1,1,1,1,5,958798329327.9875,1129393151.0,0.028099999,3.457,42153001,52805358,4,98.9,-0.2,2026-07-24
5,QTTB,Healthcare,Biotechnology,NASDAQ,1878978,15.38,371.41,0,-3,-34.75,829.4,68.5,-6.4,3.8,25.3,145.9,99,99,96,92,99.3,1,1,0,0,1,3,345906405.0838146,22983814.0,0.083100006,,4878754,1770622,4,96.6,1.6,2026-07-24
6,CLYM,Healthcare,Biotechnology,NASDAQ,1382284,12.76,361.25,0,0,-11.48,817.1,90.8,-0.5,-2.3,7.2,88.6,99,99,99,98,99.7,1,1,1,1,1,5,727240381.1779451,57263023.0,0.1257,,1075943,1254038,4,98.9,-0.2,2026-07-24
7,EVC,Communication Services,Advertising Agencies,NYSE,1905623,10.53,352.06,0,-7,-23.36,439.4,75.7,-1.6,-8.5,4.3,118.2,99,99,92,88,98.0,1,1,0,0,1,3,983898795.5788232,92039180.0,0.14310001,1.144,1403439,2430979,3,94.3,3.4,2026-07-24
8,ATEX,Communication Services,Telecom Services,NASDAQ,555398,100.42,332.11,1,-2,-10.26,422.5,84.3,-7.4,-7.8,15.0,119.7,99,98,95,66,97.8,1,1,0,0,0,2,1956671735.7976916,19498473.0,0.1402,0.41,357924,480136,3,89.2,6.8,2026-07-24
9,WDC,Technology,Computer Hardware,NASDAQ,9441118,558.3,325.54,0,0,-30.2,655.3,66.6,-0.9,-6.2,-7.0,61.3,99,99,99,99,99.5,1,1,1,1,1,5,164489206976.57455,344682131.0,0.0732,0.455,6907964,8307894,4,99.1,-0.3,2026-07-24
10,LITE,Technology,Communication Equipment,NASDAQ,4860747,833.64,322.79,0,0,-23.21,641.8,69.5,-2.2,-2.1,-10.7,29.7,99,99,99,99,99.5,1,1,1,1,1,5,57013396569.82422,77800000.0,0.1374,0.901,4115332,5373158,4,99.1,-0.2,2026-07-24
