rank,ticker,sector,industry,exchange,avg_vol_30d,price,rs_score,rs_delta,rs_delta_momentum,pct_from_52w_high,pct_from_52w_low,range_position,price_vs_sma10,price_vs_sma20,price_vs_sma50,price_vs_sma200,percentile,pct_1m,pct_3m,pct_6m,pct_12m,elite_rs,elite_1m,elite_3m,elite_6m,elite_12m,elite_count,market_cap,float_shares,short_float_pct,revenue_growth,avg_vol_10d,avg_vol_50d,tf_count_10,avg_pct,shape_score,date
1,PN,Technology,Solar,NASDAQ,794551,23.67,466.07,95,94,-72.92,681.4,21.7,62.9,139.0,236.0,79.7,99,4,3,6,0.1,1,0,0,0,0,1,110922199.5,13900025.0,0.0064999997,0.429,2340345,745007,0,3.3,1.7,2026-07-31
2,ERAS,Healthcare,Biotechnology,NASDAQ,5669600,18.68,462.25,0,0,-23.06,1205.8,79.5,-3.3,-4.1,13.5,66.4,99,99,99,99,100.0,1,1,1,1,1,5,6633604594.889999,347127399.0,0.09819999,,3811310,5424630,4,99.2,-0.5,2026-07-31
3,DBGI,Consumer Cyclical,Apparel Retail,NASDAQ,756730,14.19,455.02,98,98,-25.32,5227.6,76.8,49.7,179.2,479.0,190.1,99,1,1,94,59.0,1,0,0,0,0,1,7412830.2,574638.0,0.1104,-0.297,518570,6335638,1,38.7,-47.6,2026-07-31
4,QTTB,Healthcare,Biotechnology,NASDAQ,1889661,15.56,425.23,0,-4,-33.98,862.0,71.1,2.6,3.5,20.5,142.6,99,99,95,94,99.4,1,1,0,0,1,3,450088532.1,29708814.0,0.1522,,696435,1794141,4,96.9,1.2,2026-07-31
5,FBRX,Healthcare,Biotechnology,NASDAQ,1734474,76.98,400.55,37,71,23.25,697.1,99.4,17.4,49.9,140.7,190.0,99,62,96,98,99.3,1,0,0,1,1,3,1121829595.26,20478817.0,0.1013,,3371733,1142076,3,88.8,-29.3,2026-07-31
6,EVC,Communication Services,Advertising Agencies,NYSE,1805184,11.62,397.71,0,-8,-15.43,466.7,80.3,2.5,-0.0,6.6,119.1,99,99,91,79,98.0,1,1,0,0,0,2,982978442.4,92039180.0,0.1302,1.144,1426613,2123132,3,91.7,5.3,2026-07-31
7,CLYM,Healthcare,Biotechnology,NASDAQ,1413115,12.08,350.98,0,0,-16.2,750.0,83.3,-4.5,-7.9,-2.0,68.4,99,99,99,98,99.6,1,1,1,1,1,5,735257215.3199999,57263023.0,0.1694,,1049365,1316263,4,98.9,-0.1,2026-07-31
8,SLS,Healthcare,Biotechnology,NASDAQ,10123347,10.29,335.16,0,-3,-35.2,620.1,61.3,-11.0,-17.8,-4.4,85.3,99,99,96,97,99.0,1,1,0,0,1,3,2225880737.68,196632574.0,0.2823,,7031251,10007282,4,97.7,0.7,2026-07-31
9,MU,Technology,Semiconductors,NASDAQ,51714799,874.66,313.47,0,0,-30.31,684.7,64.8,-7.2,-9.7,-14.7,58.9,99,99,99,99,99.3,1,1,1,1,1,5,1040114622413.45,1129393151.0,0.0321,3.457,50108189,52802683,4,99.1,-0.1,2026-07-31
10,STTK,Healthcare,Biotechnology,NASDAQ,1662636,7.19,308.86,1,2,-13.69,865.8,88.7,0.4,1.3,16.6,47.1,99,98,99,98,99.9,1,1,1,1,1,5,709625665.9499999,95508165.0,0.0848,,1193988,1415523,4,98.7,-1.0,2026-07-31
11,ALMS,Healthcare,Biotechnology,NASDAQ,1544120,28.95,304.81,0,0,-7.66,615.2,92.2,0.6,-0.1,13.2,41.4,99,99,99,99,99.1,1,1,1,1,1,5,3569775440.0,127491980.0,0.094399996,-0.9,882252,1399938,4,99.0,-0.1,2026-07-31
12,DMRA,Healthcare,Biotechnology,NASDAQ,802780,29.21,301.39,0,0,-23.78,1023.6,83.7,-3.2,-3.0,11.7,22.0,99,99,99,99,99.7,1,1,1,1,1,5,1773963051.08,61553194.0,0.088999994,,441841,627840,4,99.2,-0.4,2026-07-31
13,ORKA,Healthcare,Biotechnology,NASDAQ,1542549,97.86,301.04,0,0,0.08,639.5,98.4,4.2,8.0,23.8,96.9,99,99,99,96,99.2,1,1,1,0,1,4,5558363228.16,60312101.0,0.2232,,1036678,1391273,4,98.3,0.5,2026-07-31
14,WDC,Technology,Computer Hardware,NASDAQ,9268238,533.04,297.85,0,0,-33.36,638.5,70.1,5.3,3.1,-2.9,64.2,99,99,99,99,99.5,1,1,1,1,1,5,179165771693.8,344682131.0,0.0761,0.455,7453245,8381835,4,99.1,-0.2,2026-07-31
15,BW,Industrials,Specialty Industrial Machinery,NYSE,4133090,9.47,292.38,0,0,-57.01,898.9,40.1,-4.4,-9.6,-33.9,-15.7,99,99,99,99,99.9,1,1,1,1,1,5,1431836288.2199998,148839531.0,0.1296,0.443,3229620,3680844,4,99.2,-0.5,2026-07-31
16,SYRE,Healthcare,Biotechnology,NASDAQ,1588251,101.5,290.7,0,-1,-3.42,563.5,95.0,-1.6,0.2,12.2,87.7,99,99,98,94,98.7,1,1,1,0,1,4,8869097168.89,86841253.0,0.1542,,876163,1367180,4,97.4,1.3,2026-07-31
17,ANRO,Healthcare,Biotechnology,NYSE,660988,28.63,286.8,0,0,-0.76,787.5,93.9,-0.3,-0.1,12.7,38.4,99,99,99,99,99.8,1,1,1,1,1,5,1040948669.28,38870376.0,0.0935,,429796,525369,4,99.2,-0.4,2026-07-31
18,DFTX,Healthcare,Biotechnology,NASDAQ,3759318,44.49,277.62,0,-5,-9.57,415.6,87.7,0.6,-1.7,23.3,106.2,99,99,94,93,97.9,1,1,0,0,0,2,5730526275.18,132743254.0,0.080699995,,1437706,3116895,4,96.0,2.2,2026-07-31
19,LQDA,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,2016837,86.8,272.15,0,-10,-4.72,375.7,93.1,-1.0,3.3,14.8,87.2,99,99,89,97,97.4,1,1,0,0,0,2,7667380695.78,88928099.0,0.1723,41.585,1518082,1970192,3,95.6,2.2,2026-07-31
